instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
215,2011-01-10,1.0,0.0,1.0,5.0,False,1.0,Clear,0.1,0.1061,0.54,0.2537,0.0,3.0,3.0
216,2011-01-10,1.0,0.0,1.0,6.0,False,1.0,Clear,0.12,0.1212,0.5,0.2836,0.0,31.0,31.0
217,2011-01-10,1.0,0.0,1.0,7.0,False,1.0,Clear,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0
218,2011-01-10,1.0,0.0,1.0,8.0,False,1.0,Mist,0.12,0.1212,0.5,0.2836,4.0,184.0,188.0
219,2011-01-10,1.0,0.0,1.0,9.0,False,1.0,Mist,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0
220,2011-01-10,1.0,0.0,1.0,10.0,False,1.0,Mist,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0
221,2011-01-10,1.0,0.0,1.0,11.0,False,1.0,Mist,0.16,0.1364,0.47,0.2836,2.0,28.0,30.0
222,2011-01-10,1.0,0.0,1.0,12.0,False,1.0,Mist,0.2,0.1818,0.4,0.2836,5.0,47.0,52.0
223,2011-01-10,1.0,0.0,1.0,13.0,False,1.0,Mist,0.2,0.1818,0.4,0.2836,4.0,50.0,54.0
224,2011-01-10,1.0,0.0,1.0,14.0,False,1.0,Mist,0.2,0.197,0.4,0.2239,0.0,47.0,47.0
225,2011-01-10,1.0,0.0,1.0,15.0,False,1.0,Mist,0.2,0.197,0.4,0.2239,2.0,43.0,45.0
226,2011-01-10,1.0,0.0,1.0,16.0,False,1.0,Clear,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0
227,2011-01-10,1.0,0.0,1.0,17.0,False,1.0,Clear,0.2,0.2273,0.4,0.1045,4.0,174.0,178.0
228,2011-01-10,1.0,0.0,1.0,18.0,False,1.0,Clear,0.2,0.197,0.4,0.2239,1.0,154.0,155.0
229,2011-01-10,1.0,0.0,1.0,19.0,False,1.0,Clear,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0
230,2011-01-10,1.0,0.0,1.0,20.0,False,1.0,Clear,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0
231,2011-01-10,1.0,0.0,1.0,21.0,False,1.0,Clear,0.14,0.1364,0.59,0.194,1.0,37.0,38.0
232,2011-01-10,1.0,0.0,1.0,22.0,False,1.0,Clear,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0
233,2011-01-10,1.0,0.0,1.0,23.0,False,1.0,Clear,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0
234,2011-01-11,1.0,0.0,1.0,0.0,False,2.0,Clear,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0
235,2011-01-11,1.0,0.0,1.0,1.0,False,2.0,Clear,0.14,0.1515,0.59,0.1642,0.0,3.0,3.0
236,2011-01-11,1.0,0.0,1.0,2.0,False,2.0,Mist,0.16,0.1515,0.55,0.194,0.0,3.0,3.0
237,2011-01-11,1.0,0.0,1.0,5.0,False,2.0,Mist,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0
238,2011-01-11,1.0,0.0,1.0,6.0,False,2.0,Mist,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0
239,2011-01-11,1.0,0.0,1.0,7.0,False,2.0,Mist,0.16,0.2273,0.55,0.0,2.0,97.0,99.0
240,2011-01-11,1.0,0.0,1.0,8.0,False,2.0,Mist,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0
241,2011-01-11,1.0,0.0,1.0,9.0,False,2.0,Mist,0.18,0.197,0.51,0.1642,3.0,127.0,130.0
242,2011-01-11,1.0,0.0,1.0,10.0,False,2.0,Mist,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0
243,2011-01-11,1.0,0.0,1.0,11.0,False,2.0,Mist,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0
244,2011-01-11,1.0,0.0,1.0,12.0,False,2.0,Mist,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0
245,2011-01-11,1.0,0.0,1.0,13.0,False,2.0,Mist,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0
246,2011-01-11,1.0,0.0,1.0,14.0,False,2.0,Mist,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0
247,2011-01-11,1.0,0.0,1.0,15.0,False,2.0,Mist,0.16,0.197,0.8,0.0896,2.0,45.0,47.0
248,2011-01-11,1.0,0.0,1.0,16.0,False,2.0,Mist,0.16,0.1515,0.86,0.2239,4.0,72.0,76.0
249,2011-01-11,1.0,0.0,1.0,17.0,False,2.0,Mist,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0
250,2011-01-11,1.0,0.0,1.0,18.0,False,2.0,Light Snow,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0
251,2011-01-11,1.0,0.0,1.0,19.0,False,2.0,Light Snow,0.16,0.2273,0.93,0.0,0.0,51.0,51.0
252,2011-01-11,1.0,0.0,1.0,20.0,False,2.0,Light Snow,0.16,0.1515,0.93,0.194,0.0,32.0,32.0
253,2011-01-11,1.0,0.0,1.0,21.0,False,2.0,Light Snow,0.16,0.197,0.86,0.0896,0.0,20.0,20.0
254,2011-01-11,1.0,0.0,1.0,22.0,False,2.0,Light Snow,0.16,0.1818,0.93,0.1045,1.0,28.0,29.0
255,2011-01-11,1.0,0.0,1.0,23.0,False,2.0,Light Snow,0.16,0.197,0.93,0.0896,1.0,18.0,19.0
256,2011-01-12,1.0,0.0,1.0,0.0,False,3.0,Mist,0.16,0.197,0.86,0.0896,0.0,7.0,7.0
257,2011-01-12,1.0,0.0,1.0,1.0,False,3.0,Mist,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0
258,2011-01-12,1.0,0.0,1.0,2.0,False,3.0,Clear,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0
259,2011-01-12,1.0,0.0,1.0,5.0,False,3.0,Clear,0.14,0.1515,0.86,0.1642,0.0,5.0,5.0
260,2011-01-12,1.0,0.0,1.0,6.0,False,3.0,Clear,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0
261,2011-01-12,1.0,0.0,1.0,7.0,False,3.0,Clear,0.14,0.1515,0.69,0.1343,0.0,54.0,54.0
262,2011-01-12,1.0,0.0,1.0,8.0,False,3.0,Clear,0.16,0.1667,0.59,0.1642,3.0,125.0,128.0
263,2011-01-12,1.0,0.0,1.0,9.0,False,3.0,Clear,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0
264,2011-01-12,1.0,0.0,1.0,10.0,False,3.0,Clear,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0
265,2011-01-12,1.0,0.0,1.0,11.0,False,3.0,Clear,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0
266,2011-01-12,1.0,0.0,1.0,12.0,False,3.0,Clear,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0
267,2011-01-12,1.0,0.0,1.0,13.0,False,3.0,Clear,0.22,0.197,0.44,0.3582,0.0,49.0,49.0
268,2011-01-12,1.0,0.0,1.0,14.0,False,3.0,Clear,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0
269,2011-01-12,1.0,0.0,1.0,15.0,False,3.0,Clear,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0
270,2011-01-12,1.0,0.0,1.0,16.0,False,3.0,Clear,0.22,0.197,0.44,0.3284,5.0,63.0,68.0
271,2011-01-12,1.0,0.0,1.0,17.0,False,3.0,Clear,0.2,0.1818,0.47,0.3582,0.0,139.0,139.0
272,2011-01-12,1.0,0.0,1.0,18.0,False,3.0,Clear,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0
273,2011-01-12,1.0,0.0,1.0,19.0,False,3.0,Clear,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0
274,2011-01-12,1.0,0.0,1.0,20.0,False,3.0,Clear,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0
275,2011-01-12,1.0,0.0,1.0,21.0,False,3.0,Clear,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0
276,2011-01-12,1.0,0.0,1.0,22.0,False,3.0,Clear,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0
277,2011-01-12,1.0,0.0,1.0,23.0,False,3.0,Clear,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0
278,2011-01-13,1.0,0.0,1.0,0.0,False,4.0,Clear,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
279,2011-01-13,1.0,0.0,1.0,1.0,False,4.0,Clear,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0
280,2011-01-13,1.0,0.0,1.0,2.0,False,4.0,Clear,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0
281,2011-01-13,1.0,0.0,1.0,3.0,False,4.0,Clear,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0
282,2011-01-13,1.0,0.0,1.0,4.0,False,4.0,Clear,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
283,2011-01-13,1.0,0.0,1.0,5.0,False,4.0,Clear,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0
284,2011-01-13,1.0,0.0,1.0,6.0,False,4.0,Clear,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0
285,2011-01-13,1.0,0.0,1.0,7.0,False,4.0,Clear,0.12,0.1515,0.54,0.1343,0.0,72.0,72.0
286,2011-01-13,1.0,0.0,1.0,8.0,False,4.0,Clear,0.14,0.1364,0.5,0.194,5.0,197.0,202.0
287,2011-01-13,1.0,0.0,1.0,9.0,False,4.0,Clear,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0
288,2011-01-13,1.0,0.0,1.0,10.0,False,4.0,Mist,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0
289,2011-01-13,1.0,0.0,1.0,11.0,False,4.0,Mist,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0
290,2011-01-13,1.0,0.0,1.0,12.0,False,4.0,Clear,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0
291,2011-01-13,1.0,0.0,1.0,13.0,False,4.0,Clear,0.22,0.197,0.41,0.4478,2.0,81.0,83.0
292,2011-01-13,1.0,0.0,1.0,14.0,False,4.0,Clear,0.22,0.197,0.41,0.3881,3.0,39.0,42.0
293,2011-01-13,1.0,0.0,1.0,15.0,False,4.0,Clear,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0
294,2011-01-13,1.0,0.0,1.0,16.0,False,4.0,Clear,0.24,0.2121,0.38,0.3582,2.0,76.0,78.0
295,2011-01-13,1.0,0.0,1.0,17.0,False,4.0,Clear,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0
296,2011-01-13,1.0,0.0,1.0,18.0,False,4.0,Clear,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0
297,2011-01-13,1.0,0.0,1.0,19.0,False,4.0,Clear,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0
298,2011-01-13,1.0,0.0,1.0,20.0,False,4.0,Clear,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0
299,2011-01-13,1.0,0.0,1.0,21.0,False,4.0,Clear,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0
300,2011-01-13,1.0,0.0,1.0,22.0,False,4.0,Clear,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0
301,2011-01-13,1.0,0.0,1.0,23.0,False,4.0,Clear,0.12,0.1364,0.5,0.194,1.0,14.0,15.0
302,2011-01-14,1.0,0.0,1.0,0.0,False,5.0,Clear,0.12,0.1364,0.5,0.194,0.0,14.0,14.0
303,2011-01-14,1.0,0.0,1.0,1.0,False,5.0,Clear,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0
304,2011-01-14,1.0,0.0,1.0,2.0,False,5.0,Clear,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0
305,2011-01-14,1.0,0.0,1.0,3.0,False,5.0,Clear,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0
306,2011-01-14,1.0,0.0,1.0,5.0,False,5.0,Clear,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0
307,2011-01-14,1.0,0.0,1.0,6.0,False,5.0,Clear,0.1,0.1818,0.54,0.0,0.0,17.0,17.0
308,2011-01-14,1.0,0.0,1.0,7.0,False,5.0,Clear,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0
309,2011-01-14,1.0,0.0,1.0,8.0,False,5.0,Clear,0.12,0.1667,0.68,0.0,2.0,156.0,158.0
310,2011-01-14,1.0,0.0,1.0,9.0,False,5.0,Clear,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0
311,2011-01-14,1.0,0.0,1.0,10.0,False,5.0,Clear,0.18,0.1818,0.55,0.194,4.0,40.0,44.0
312,2011-01-14,1.0,0.0,1.0,11.0,False,5.0,Clear,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0
313,2011-01-14,1.0,0.0,1.0,12.0,False,5.0,Clear,0.2,0.197,0.44,0.2537,2.0,59.0,61.0
314,2011-01-14,1.0,0.0,1.0,13.0,False,5.0,Clear,0.22,0.197,0.37,0.3881,4.0,73.0,77.0
315,2011-01-14,1.0,0.0,1.0,14.0,False,5.0,Clear,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0
316,2011-01-14,1.0,0.0,1.0,15.0,False,5.0,Clear,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0
317,2011-01-14,1.0,0.0,1.0,16.0,False,5.0,Clear,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0
318,2011-01-14,1.0,0.0,1.0,17.0,False,5.0,Clear,0.22,0.2273,0.41,0.1642,4.0,155.0,159.0
319,2011-01-14,1.0,0.0,1.0,18.0,False,5.0,Clear,0.2,0.2576,0.47,0.0,5.0,134.0,139.0
320,2011-01-14,1.0,0.0,1.0,19.0,False,5.0,Clear,0.16,0.197,0.59,0.0896,3.0,89.0,92.0
321,2011-01-14,1.0,0.0,1.0,20.0,False,5.0,Clear,0.18,0.2424,0.59,0.0,0.0,68.0,68.0
322,2011-01-14,1.0,0.0,1.0,21.0,False,5.0,Clear,0.16,0.2273,0.69,0.0,4.0,48.0,52.0
323,2011-01-14,1.0,0.0,1.0,22.0,False,5.0,Mist,0.16,0.2273,0.69,0.0,2.0,34.0,36.0
324,2011-01-14,1.0,0.0,1.0,23.0,False,5.0,Mist,0.18,0.2424,0.55,0.0,1.0,26.0,27.0
325,2011-01-15,1.0,0.0,1.0,0.0,False,6.0,Clear,0.18,0.2424,0.55,0.0,3.0,25.0,28.0
326,2011-01-15,1.0,0.0,1.0,1.0,False,6.0,Mist,0.16,0.197,0.59,0.0896,2.0,18.0,20.0
327,2011-01-15,1.0,0.0,1.0,2.0,False,6.0,Mist,0.16,0.197,0.59,0.0896,0.0,12.0,12.0
328,2011-01-15,1.0,0.0,1.0,3.0,False,6.0,Mist,0.16,0.2273,0.59,0.0,1.0,7.0,8.0
329,2011-01-15,1.0,0.0,1.0,4.0,False,6.0,Mist,0.16,0.2273,0.59,0.0,0.0,5.0,5.0
330,2011-01-15,1.0,0.0,1.0,5.0,False,6.0,Clear,0.16,0.2273,0.59,0.0,0.0,1.0,1.0
331,2011-01-15,1.0,0.0,1.0,6.0,False,6.0,Clear,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
332,2011-01-15,1.0,0.0,1.0,7.0,False,6.0,Clear,0.14,0.2121,0.63,0.0,1.0,9.0,10.0
333,2011-01-15,1.0,0.0,1.0,8.0,False,6.0,Clear,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0
334,2011-01-15,1.0,0.0,1.0,9.0,False,6.0,Clear,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0
335,2011-01-15,1.0,0.0,1.0,10.0,False,6.0,Clear,0.18,0.197,0.59,0.1642,2.0,57.0,59.0
336,2011-01-15,1.0,0.0,1.0,11.0,False,6.0,Clear,0.2,0.197,0.55,0.2239,18.0,54.0,72.0
337,2011-01-15,1.0,0.0,1.0,12.0,False,6.0,Clear,0.24,0.2273,0.48,0.2239,15.0,74.0,89.0
338,2011-01-15,1.0,0.0,1.0,13.0,False,6.0,Clear,0.28,0.2576,0.38,0.2985,21.0,80.0,101.0
339,2011-01-15,1.0,0.0,1.0,14.0,False,6.0,Clear,0.3,0.2879,0.39,0.2836,26.0,92.0,118.0
340,2011-01-15,1.0,0.0,1.0,15.0,False,6.0,Mist,0.32,0.3182,0.36,0.194,21.0,108.0,129.0
341,2011-01-15,1.0,0.0,1.0,16.0,False,6.0,Mist,0.34,0.3333,0.34,0.194,33.0,95.0,128.0
342,2011-01-15,1.0,0.0,1.0,17.0,False,6.0,Mist,0.32,0.303,0.36,0.2836,29.0,54.0,83.0
343,2011-01-15,1.0,0.0,1.0,18.0,False,6.0,Mist,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0
344,2011-01-15,1.0,0.0,1.0,19.0,False,6.0,Mist,0.32,0.303,0.39,0.2537,14.0,60.0,74.0
345,2011-01-15,1.0,0.0,1.0,20.0,False,6.0,Mist,0.32,0.303,0.39,0.2537,6.0,35.0,41.0
346,2011-01-15,1.0,0.0,1.0,21.0,False,6.0,Mist,0.32,0.303,0.39,0.2239,6.0,51.0,57.0
347,2011-01-15,1.0,0.0,1.0,22.0,False,6.0,Mist,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0
348,2011-01-15,1.0,0.0,1.0,23.0,False,6.0,Clear,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0
349,2011-01-16,1.0,0.0,1.0,0.0,False,0.0,Clear,0.26,0.303,0.56,0.0,6.0,33.0,39.0
350,2011-01-16,1.0,0.0,1.0,1.0,False,0.0,Clear,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0
351,2011-01-16,1.0,0.0,1.0,2.0,False,0.0,Clear,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0
352,2011-01-16,1.0,0.0,1.0,3.0,False,0.0,Clear,0.22,0.2727,0.69,0.0,9.0,6.0,15.0
353,2011-01-16,1.0,0.0,1.0,4.0,False,0.0,Clear,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
354,2011-01-16,1.0,0.0,1.0,5.0,False,0.0,Mist,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0
355,2011-01-16,1.0,0.0,1.0,6.0,False,0.0,Mist,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
356,2011-01-16,1.0,0.0,1.0,7.0,False,0.0,Mist,0.24,0.2121,0.56,0.2985,0.0,3.0,3.0
357,2011-01-16,1.0,0.0,1.0,8.0,False,0.0,Clear,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0
358,2011-01-16,1.0,0.0,1.0,9.0,False,0.0,Clear,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0
359,2011-01-16,1.0,0.0,1.0,10.0,False,0.0,Clear,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0
360,2011-01-16,1.0,0.0,1.0,11.0,False,0.0,Clear,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0
361,2011-01-16,1.0,0.0,1.0,12.0,False,0.0,Clear,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0
362,2011-01-16,1.0,0.0,1.0,13.0,False,0.0,Clear,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0
363,2011-01-16,1.0,0.0,1.0,14.0,False,0.0,Clear,0.28,0.2727,0.36,0.2537,22.0,69.0,91.0
364,2011-01-16,1.0,0.0,1.0,15.0,False,0.0,Clear,0.26,0.2424,0.38,0.2537,35.0,78.0,113.0
365,2011-01-16,1.0,0.0,1.0,16.0,False,0.0,Clear,0.24,0.2273,0.38,0.2239,22.0,77.0,99.0
366,2011-01-16,1.0,0.0,1.0,17.0,False,0.0,Clear,0.22,0.2121,0.37,0.2537,23.0,82.0,105.0
367,2011-01-16,1.0,0.0,1.0,18.0,False,0.0,Clear,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0
368,2011-01-16,1.0,0.0,1.0,19.0,False,0.0,Clear,0.18,0.197,0.47,0.1343,14.0,47.0,61.0
369,2011-01-16,1.0,0.0,1.0,20.0,False,0.0,Clear,0.18,0.197,0.47,0.1642,7.0,50.0,57.0
370,2011-01-16,1.0,0.0,1.0,21.0,False,0.0,Clear,0.18,0.197,0.51,0.1642,6.0,22.0,28.0
371,2011-01-16,1.0,0.0,1.0,22.0,False,0.0,Mist,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0
372,2011-01-16,1.0,0.0,1.0,23.0,False,0.0,Mist,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0
373,2011-01-17,1.0,0.0,1.0,0.0,True,1.0,Mist,0.2,0.197,0.47,0.2239,1.0,16.0,17.0
374,2011-01-17,1.0,0.0,1.0,1.0,True,1.0,Mist,0.2,0.197,0.44,0.194,1.0,15.0,16.0
375,2011-01-17,1.0,0.0,1.0,2.0,True,1.0,Mist,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0
376,2011-01-17,1.0,0.0,1.0,3.0,True,1.0,Mist,0.18,0.1818,0.43,0.194,0.0,2.0,2.0
377,2011-01-17,1.0,0.0,1.0,4.0,True,1.0,Mist,0.18,0.197,0.43,0.1343,1.0,2.0,3.0
378,2011-01-17,1.0,0.0,1.0,5.0,True,1.0,Mist,0.18,0.197,0.43,0.1642,0.0,1.0,1.0
379,2011-01-17,1.0,0.0,1.0,6.0,True,1.0,Mist,0.18,0.1818,0.43,0.194,0.0,5.0,5.0
380,2011-01-17,1.0,0.0,1.0,7.0,True,1.0,Mist,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0
381,2011-01-17,1.0,0.0,1.0,8.0,True,1.0,Mist,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0
382,2011-01-17,1.0,0.0,1.0,9.0,True,1.0,Mist,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0
383,2011-01-17,1.0,0.0,1.0,10.0,True,1.0,Mist,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
384,2011-01-17,1.0,0.0,1.0,11.0,True,1.0,Mist,0.16,0.1515,0.55,0.194,9.0,55.0,64.0
385,2011-01-17,1.0,0.0,1.0,12.0,True,1.0,Mist,0.18,0.197,0.47,0.1343,10.0,70.0,80.0
386,2011-01-17,1.0,0.0,1.0,13.0,True,1.0,Mist,0.18,0.197,0.47,0.1343,13.0,80.0,93.0
387,2011-01-17,1.0,0.0,1.0,14.0,True,1.0,Mist,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0
388,2011-01-17,1.0,0.0,1.0,15.0,True,1.0,Mist,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0
389,2011-01-17,1.0,0.0,1.0,16.0,True,1.0,Mist,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0
390,2011-01-17,1.0,0.0,1.0,17.0,True,1.0,Clear,0.2,0.197,0.51,0.194,4.0,67.0,71.0
391,2011-01-17,1.0,0.0,1.0,18.0,True,1.0,Mist,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0
392,2011-01-17,1.0,0.0,1.0,19.0,True,1.0,Light Snow,0.18,0.1818,0.59,0.194,2.0,58.0,60.0
393,2011-01-17,1.0,0.0,1.0,20.0,True,1.0,Light Snow,0.16,0.1515,0.8,0.194,4.0,29.0,33.0
394,2011-01-17,1.0,0.0,1.0,21.0,True,1.0,Light Snow,0.16,0.1515,0.8,0.194,3.0,24.0,27.0
395,2011-01-17,1.0,0.0,1.0,22.0,True,1.0,Light Snow,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0
396,2011-01-17,1.0,0.0,1.0,23.0,True,1.0,Light Snow,0.16,0.1364,0.86,0.2836,1.0,3.0,4.0
397,2011-01-18,1.0,0.0,1.0,12.0,False,2.0,Mist,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0
398,2011-01-18,1.0,0.0,1.0,13.0,False,2.0,Mist,0.2,0.197,0.86,0.2239,0.0,22.0,22.0
399,2011-01-18,1.0,0.0,1.0,14.0,False,2.0,Mist,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0
400,2011-01-18,1.0,0.0,1.0,15.0,False,2.0,Mist,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0
401,2011-01-18,1.0,0.0,1.0,16.0,False,2.0,Mist,0.22,0.2273,0.87,0.194,0.0,61.0,61.0
402,2011-01-18,1.0,0.0,1.0,17.0,False,2.0,Mist,0.22,0.2273,0.82,0.194,1.0,124.0,125.0
403,2011-01-18,1.0,0.0,1.0,18.0,False,2.0,Mist,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0
404,2011-01-18,1.0,0.0,1.0,19.0,False,2.0,Mist,0.22,0.2273,0.8,0.1343,1.0,98.0,99.0
405,2011-01-18,1.0,0.0,1.0,20.0,False,2.0,Mist,0.22,0.2727,0.87,0.0,0.0,83.0,83.0
406,2011-01-18,1.0,0.0,1.0,21.0,False,2.0,Mist,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0
407,2011-01-18,1.0,0.0,1.0,22.0,False,2.0,Mist,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0
408,2011-01-18,1.0,0.0,1.0,23.0,False,2.0,Mist,0.22,0.2727,0.93,0.0,1.0,19.0,20.0
409,2011-01-19,1.0,0.0,1.0,0.0,False,3.0,Mist,0.22,0.2727,0.93,0.0,0.0,3.0,3.0
410,2011-01-19,1.0,0.0,1.0,1.0,False,3.0,Light Snow,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0
411,2011-01-19,1.0,0.0,1.0,2.0,False,3.0,Light Snow,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0
412,2011-01-19,1.0,0.0,1.0,4.0,False,3.0,Light Snow,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0
413,2011-01-19,1.0,0.0,1.0,5.0,False,3.0,Mist,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0
414,2011-01-19,1.0,0.0,1.0,6.0,False,3.0,Mist,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0
415,2011-01-19,1.0,0.0,1.0,7.0,False,3.0,Mist,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0
416,2011-01-19,1.0,0.0,1.0,8.0,False,3.0,Mist,0.24,0.2576,0.93,0.1045,1.0,196.0,197.0
417,2011-01-19,1.0,0.0,1.0,9.0,False,3.0,Mist,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0
418,2011-01-19,1.0,0.0,1.0,10.0,False,3.0,Mist,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0
419,2011-01-19,1.0,0.0,1.0,11.0,False,3.0,Mist,0.28,0.303,0.87,0.0896,5.0,47.0,52.0
420,2011-01-19,1.0,0.0,1.0,12.0,False,3.0,Mist,0.3,0.3182,0.81,0.0896,5.0,65.0,70.0
421,2011-01-19,1.0,0.0,1.0,13.0,False,3.0,Clear,0.4,0.4091,0.62,0.2836,11.0,67.0,78.0
422,2011-01-19,1.0,0.0,1.0,14.0,False,3.0,Clear,0.4,0.4091,0.58,0.2537,7.0,68.0,75.0
423,2011-01-19,1.0,0.0,1.0,15.0,False,3.0,Clear,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0
424,2011-01-19,1.0,0.0,1.0,16.0,False,3.0,Clear,0.38,0.3939,0.58,0.3881,10.0,94.0,104.0
425,2011-01-19,1.0,0.0,1.0,17.0,False,3.0,Clear,0.36,0.3333,0.57,0.3284,7.0,190.0,197.0
426,2011-01-19,1.0,0.0,1.0,18.0,False,3.0,Clear,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0
427,2011-01-19,1.0,0.0,1.0,19.0,False,3.0,Clear,0.32,0.2879,0.57,0.4179,4.0,108.0,112.0
428,2011-01-19,1.0,0.0,1.0,20.0,False,3.0,Clear,0.32,0.303,0.49,0.2985,2.0,74.0,76.0
429,2011-01-19,1.0,0.0,1.0,21.0,False,3.0,Clear,0.32,0.2879,0.49,0.4179,4.0,55.0,59.0
