instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp
516,2011-01-23,1,0,1,14,False,0,1,0.16
517,2011-01-23,1,0,1,15,False,0,1,0.16
518,2011-01-23,1,0,1,16,False,0,1,0.16
519,2011-01-23,1,0,1,17,False,0,1,0.14
520,2011-01-23,1,0,1,18,False,0,1,0.12
521,2011-01-23,1,0,1,19,False,0,1,0.12
522,2011-01-23,1,0,1,20,False,0,1,0.1
523,2011-01-23,1,0,1,21,False,0,1,0.1
524,2011-01-23,1,0,1,22,False,0,1,0.08
525,2011-01-23,1,0,1,23,False,0,1,0.06
526,2011-01-24,1,0,1,0,False,1,1,0.06
527,2011-01-24,1,0,1,1,False,1,1,0.04
528,2011-01-24,1,0,1,3,False,1,1,0.04
529,2011-01-24,1,0,1,4,False,1,1,0.02
530,2011-01-24,1,0,1,5,False,1,1,0.02
531,2011-01-24,1,0,1,6,False,1,1,0.02
532,2011-01-24,1,0,1,7,False,1,1,0.02
533,2011-01-24,1,0,1,8,False,1,1,0.04
534,2011-01-24,1,0,1,9,False,1,1,0.06
535,2011-01-24,1,0,1,10,False,1,1,0.1
536,2011-01-24,1,0,1,11,False,1,1,0.1
537,2011-01-24,1,0,1,12,False,1,2,0.12
538,2011-01-24,1,0,1,13,False,1,2,0.14
539,2011-01-24,1,0,1,14,False,1,2,0.14
540,2011-01-24,1,0,1,15,False,1,1,0.16
541,2011-01-24,1,0,1,16,False,1,1,0.16
542,2011-01-24,1,0,1,17,False,1,1,0.14
543,2011-01-24,1,0,1,18,False,1,1,0.14
544,2011-01-24,1,0,1,19,False,1,1,0.14
545,2011-01-24,1,0,1,20,False,1,1,0.14
546,2011-01-24,1,0,1,21,False,1,1,0.14
547,2011-01-24,1,0,1,22,False,1,2,0.14
548,2011-01-24,1,0,1,23,False,1,2,0.16
549,2011-01-25,1,0,1,0,False,2,2,0.16
550,2011-01-25,1,0,1,1,False,2,2,0.16
551,2011-01-25,1,0,1,2,False,2,1,0.16
552,2011-01-25,1,0,1,4,False,2,1,0.14
553,2011-01-25,1,0,1,5,False,2,1,0.14
554,2011-01-25,1,0,1,6,False,2,1,0.16
555,2011-01-25,1,0,1,7,False,2,1,0.16
556,2011-01-25,1,0,1,8,False,2,2,0.16
557,2011-01-25,1,0,1,9,False,2,2,0.2
558,2011-01-25,1,0,1,10,False,2,2,0.22
559,2011-01-25,1,0,1,11,False,2,2,0.24
560,2011-01-25,1,0,1,12,False,2,2,0.26
561,2011-01-25,1,0,1,13,False,2,2,0.26
562,2011-01-25,1,0,1,14,False,2,2,0.3
563,2011-01-25,1,0,1,15,False,2,2,0.32
564,2011-01-25,1,0,1,16,False,2,2,0.32
565,2011-01-25,1,0,1,17,False,2,1,0.3
566,2011-01-25,1,0,1,18,False,2,2,0.3
567,2011-01-25,1,0,1,19,False,2,2,0.26
568,2011-01-25,1,0,1,20,False,2,1,0.24
569,2011-01-25,1,0,1,21,False,2,1,0.24
570,2011-01-25,1,0,1,22,False,2,1,0.22
571,2011-01-25,1,0,1,23,False,2,2,0.22
572,2011-01-26,1,0,1,0,False,3,2,0.22
573,2011-01-26,1,0,1,1,False,3,2,0.24
574,2011-01-26,1,0,1,2,False,3,3,0.22
575,2011-01-26,1,0,1,5,False,3,3,0.2
576,2011-01-26,1,0,1,6,False,3,3,0.2
577,2011-01-26,1,0,1,7,False,3,3,0.22
578,2011-01-26,1,0,1,8,False,3,3,0.22
579,2011-01-26,1,0,1,9,False,3,3,0.22
580,2011-01-26,1,0,1,10,False,3,3,0.22
581,2011-01-26,1,0,1,11,False,3,3,0.22
582,2011-01-26,1,0,1,12,False,3,3,0.22
583,2011-01-26,1,0,1,13,False,3,3,0.22
584,2011-01-26,1,0,1,14,False,3,3,0.22
585,2011-01-26,1,0,1,15,False,3,3,0.22
586,2011-01-26,1,0,1,16,False,3,4,0.22
587,2011-01-26,1,0,1,17,False,3,3,0.2
588,2011-01-27,1,0,1,16,False,4,1,0.22
589,2011-01-27,1,0,1,17,False,4,1,0.22
590,2011-01-27,1,0,1,18,False,4,1,0.2
591,2011-01-27,1,0,1,19,False,4,1,0.2
592,2011-01-27,1,0,1,20,False,4,1,0.18
593,2011-01-27,1,0,1,21,False,4,1,0.18
594,2011-01-27,1,0,1,22,False,4,1,0.18
595,2011-01-27,1,0,1,23,False,4,1,0.18
596,2011-01-28,1,0,1,0,False,5,2,0.2
597,2011-01-28,1,0,1,1,False,5,2,0.2
598,2011-01-28,1,0,1,2,False,5,2,0.2
599,2011-01-28,1,0,1,3,False,5,2,0.2
600,2011-01-28,1,0,1,5,False,5,2,0.18
601,2011-01-28,1,0,1,6,False,5,2,0.18
602,2011-01-28,1,0,1,7,False,5,2,0.16
603,2011-01-28,1,0,1,8,False,5,2,0.16
604,2011-01-28,1,0,1,9,False,5,3,0.18
605,2011-01-28,1,0,1,10,False,5,3,0.18
606,2011-01-28,1,0,1,11,False,5,3,0.18
607,2011-01-28,1,0,1,12,False,5,3,0.18
608,2011-01-28,1,0,1,13,False,5,3,0.18
609,2011-01-28,1,0,1,14,False,5,3,0.22
610,2011-01-28,1,0,1,15,False,5,2,0.2
